
Draw_Date	Winning_Numbers	Powerball	Power_Play	Estimated_Jackpot	Jackpot_Winners	Jackpot_Option
07/20/2011	40 - 42 - 38 - 1 - 4	17	4	$76 Million	Roll	
07/16/2011	28 - 48 - 54 - 24 - 50	25	3	$61 Million	Roll	
07/13/2011	54 - 18 - 8 - 19 - 32	8	4	$48 Million	Roll	
07/09/2011	31 - 9 - 23 - 1 - 11	6	3	$36 Million	Roll	
07/06/2011	55 - 50 - 24 - 11 - 15	8	2	$25 Million	Roll	
07/02/2011	11 - 29 - 1 - 51 - 18	32	3	$20 Million	Roll	
06/29/2011	30 - 24 - 57 - 59 - 45	26	3	$76 Million	Out of State Winner	
06/25/2011	18 - 39 - 57 - 36 - 41	12	4	$63 Million	Roll	
06/22/2011	59 - 12 - 46 - 19 - 15	12	4	$48 Million	Roll	
06/18/2011	22 - 38 - 21 - 12 - 41	18	2	$36 Million	Roll	
06/15/2011	41 - 43 - 20 - 19 - 38	29	4	$25 Million	Roll	
06/11/2011	50 - 16 - 18 - 36 - 27	8	3	$20 Million	Roll	
06/08/2011	53 - 37 - 14 - 44 - 45	29	5	$25 Million	Out of State Winner	
06/04/2011	17 - 58 - 39 - 19 - 41	21	5	$20 Million	Roll	
06/01/2011	56 - 38 - 46 - 8 - 18	31	4	$200 Million	Out of State Winner	
05/28/2011	43 - 12 - 20 - 51 - 55	11	4	$171 Million	Roll	
05/25/2011	50 - 4 - 31 - 42 - 23	23	2	$144 Million	Roll	
05/21/2011	8 - 49 - 2 - 40 - 50	36	3	$120 Million	Roll	
05/18/2011	7 - 12 - 42 - 49 - 13	16	4	$97 Million	Roll	
05/14/2011	40 - 18 - 17 - 8 - 44	16	2	$81 Million	Roll	
05/11/2011	43 - 32 - 9 - 45 - 17	31	3	$65 Million	Roll	
05/07/2011	11 - 55 - 47 - 2 - 27	15	4	$50 Million	Roll	
05/04/2011	15 - 41 - 29 - 27 - 3	24	4	$36 Million	Roll	
04/30/2011	41 - 15 - 6 - 13 - 32	3	2	$25 Million	Roll	
04/27/2011	40 - 44 - 55 - 24 - 4	5	2	$20 Million	Roll	
04/23/2011	58 - 11 - 3 - 48 - 47	19	3	$72 Million	Out of State Winner	
04/20/2011	9 - 24 - 43 - 34 - 36	27	3	$56 Million	Roll	
04/16/2011	21 - 55 - 33 - 45 - 44	7	5	$43 Million	Roll	
04/13/2011	4 - 49 - 39 - 50 - 23	39	3	$27 Million	Roll	
04/09/2011	53 - 5 - 56 - 14 - 32	11	4	$20 Million	Roll	
04/06/2011	56 - 18 - 55 - 10 - 41	15	2	$218 Million	Out of State Winner	
04/02/2011	43 - 22 - 34 - 6 - 45	23	2	$187 Million	Roll	
03/30/2011	58 - 56 - 20 - 19 - 42	37	4	$153 Million	Roll	
03/26/2011	10 - 4 - 11 - 33 - 19	27	4	$125 Million	Roll	
03/23/2011	15 - 28 - 5 - 26 - 32	9	2	$101 Million	Roll	
03/19/2011	11 - 20 - 46 - 27 - 3	8	2	$85 Million	Roll	
03/16/2011	53 - 28 - 48 - 39 - 40	9	3	$67 Million	Roll	
03/12/2011	4 - 41 - 1 - 12 - 47	3	4	$54 Million	Roll	
03/09/2011	12 - 20 - 28 - 40 - 48	8	2	$40 Million	Roll	
03/05/2011	42 - 31 - 23 - 48 - 2	21	2	$25 Million	Roll	
03/02/2011	50 - 58 - 7 - 31 - 51	6	2	$20 Million	Roll	
02/26/2011	4 - 45 - 21 - 17 - 13	10	5	$184 Million	Out of State Winner	
02/23/2011	32 - 36 - 39 - 29 - 49	29	3	$155 Million	Roll	
02/19/2011	12 - 34 - 3 - 42 - 37	36	5	$126 Million	Roll	
02/16/2011	23 - 48 - 21 - 9 - 13	24	2	$101 Million	Roll	
02/12/2011	32 - 52 - 36 - 48 - 11	19	4	$82 Million	Roll	
02/09/2011	51 - 39 - 42 - 11 - 7	30	4	$63 Million	Roll	
02/05/2011	15 - 41 - 59 - 37 - 56	5	5	$50 Million	Roll	
02/02/2011	33 - 57 - 53 - 3 - 14	36	4	$35 Million	Roll	
01/29/2011	28 - 45 - 24 - 52 - 49	2	4	$25 Million	Roll	
01/26/2011	4 - 47 - 58 - 5 - 36	6	3	$20 Million	Roll	
01/22/2011	34 - 30 - 51 - 31 - 45	23	2	$118 Million	Out of State Winner	
01/19/2011	36 - 51 - 56 - 22 - 59	32	3	$96 Million	Roll	
01/15/2011	22 - 13 - 9 - 37 - 23	31	3	$82 Million	Roll	
01/12/2011	48 - 23 - 40 - 21 - 19	27	4	$67 Million	Roll	
01/08/2011	7 - 52 - 6 - 33 - 26	24	2	$51 Million	Roll	
01/05/2011	40 - 22 - 32 - 26 - 38	7	5	$34 Million	Roll	
01/01/2011	37 - 47 - 18 - 22 - 54	36	2	$25 Million	Roll	
12/29/2010	18 - 37 - 20 - 16 - 3	30	2	$20 Million	Roll	
12/25/2010	52 - 50 - 1 - 38 - 17	24	2	$46 Million	Out of State Winner	
12/22/2010	33 - 11 - 44 - 47 - 46	12	2	$35 Million	Roll	
12/18/2010	43 - 19 - 4 - 11 - 33	14	4	$25 Million	Roll	
12/15/2010	32 - 18 - 45 - 10 - 11	18	5	$20 Million	Roll	
12/11/2010	1 - 8 - 19 - 10 - 20	23	2	$37 Million	Out of State Winner	
12/08/2010	25 - 8 - 11 - 58 - 41	16	4	$25 Million	Roll	
12/04/2010	27 - 24 - 42 - 31 - 13	22	5	$20 Million	Roll	
12/01/2010	10 - 5 - 12 - 11 - 20	2	3	$95 Million	Out of State Winner	
11/27/2010	47 - 37 - 30 - 54 - 10	39	5	$79 Million	Roll	
11/24/2010	20 - 8 - 21 - 37 - 32	4	3	$64 Million	Roll	
11/20/2010	12 - 10 - 38 - 53 - 57	1	5	$50 Million	Roll	
11/17/2010	14 - 59 - 54 - 53 - 16	5	3	$35 Million	Roll	
11/13/2010	30 - 51 - 17 - 48 - 54	29	5	$25 Million	Roll	
11/10/2010	5 - 8 - 44 - 40 - 11	10	4	$20 Million	Roll	
11/06/2010	7 - 12 - 23 - 34 - 38	33	4	$123 Million	Out of State Winner	
11/03/2010	34 - 45 - 38 - 39 - 50	33	2	$104 Million	Roll	
10/30/2010	49 - 7 - 27 - 1 - 36	39	5	$87 Million	Roll	
10/27/2010	25 - 24 - 20 - 59 - 53	15	5	$72 Million	Roll	
10/23/2010	20 - 2 - 46 - 7 - 16	34	4	$59 Million	Roll	
10/20/2010	20 - 39 - 7 - 17 - 59	17	3	$46 Million	Roll	
10/16/2010	28 - 16 - 12 - 11 - 15	11	2	$34 Million	Roll	
10/13/2010	46 - 34 - 32 - 22 - 12	2	4	$25 Million	Roll	
10/09/2010	42 - 32 - 49 - 6 - 2	35	3	$20 Million	Roll	
10/06/2010	26 - 41 - 14 - 37 - 46	24	5	$60 Million	Out of State Winner	
10/02/2010	30 - 12 - 36 - 20 - 47	25	4	$48 Million	Roll	
09/29/2010	52 - 13 - 55 - 44 - 51	30	4	$35 Million	Roll	
09/25/2010	8 - 35 - 27 - 16 - 42	30	2	$25 Million	Roll	
09/22/2010	10 - 36 - 52 - 24 - 55	15	5	$20 Million	Roll	
09/18/2010	18 - 44 - 1 - 39 - 37	13	4	$112 Million	Out of State Winner	
09/15/2010	7 - 20 - 21 - 34 - 43	34	5	$94 Million	Roll	
09/11/2010	36 - 20 - 59 - 17 - 7	33	4	$79 Million	Roll	
09/08/2010	10 - 57 - 51 - 35 - 39	20	5	$62 Million	Roll	
09/04/2010	33 - 22 - 42 - 14 - 11	38	2	$47 Million	Roll	
09/01/2010	40 - 20 - 21 - 17 - 51	19	3	$34 Million	Roll	
08/28/2010	32 - 56 - 4 - 27 - 22	13	4	$25 Million	Roll	
08/25/2010	17 - 36 - 29 - 16 - 31	23	3	$20 Million	Roll	
08/21/2010	7 - 22 - 10 - 27 - 12	26	2	$80 Million	Out of State Winner	
08/18/2010	47 - 4 - 33 - 32 - 55	39	3	$64 Million	Roll	
08/14/2010	58 - 50 - 36 - 9 - 33	31	2	$51 Million	Roll	
08/11/2010	22 - 52 - 10 - 23 - 7	29	2	$38 Million	Roll	
08/07/2010	52 - 26 - 31 - 22 - 4	30	5	$25 Million	Roll	
08/04/2010	53 - 30 - 19 - 37 - 28	36	4	$20 Million	Roll	
07/31/2010	1 - 57 - 16 - 41 - 17	15	3	$85 Million	Out of State Winner	
07/28/2010	1 - 11 - 20 - 27 - 25	2	5	$67 Million	Roll	
07/24/2010	59 - 30 - 46 - 38 - 20	27	2	$52 Million	Roll	
07/21/2010	16 - 58 - 22 - 30 - 51	25	3	$37 Million	Roll	
07/17/2010	27 - 37 - 22 - 45 - 35	3	4	$27 Million	Roll	
07/14/2010	21 - 23 - 38 - 20 - 42	6	3	$20 Million	Roll	
07/10/2010	28 - 21 - 20 - 56 - 27	4	4	$72 Million	Out of State Winner	
07/07/2010	10 - 41 - 44 - 56 - 48	4	2	$54 Million	Roll	
07/03/2010	52 - 53 - 3 - 14 - 10	3	3	$41 Million	Roll	
06/30/2010	38 - 43 - 6 - 48 - 47	27	5	$27 Million	Roll	
06/26/2010	57 - 30 - 13 - 38 - 32	25	4	$20 Million	Roll	
06/23/2010	48 - 11 - 45 - 30 - 47	10	3	$97 Million	Out of State Winner	
06/19/2010	54 - 31 - 9 - 30 - 50	39	3	$78 Million	Roll	
06/16/2010	29 - 18 - 11 - 36 - 8	6	5	$60 Million	Roll	
06/12/2010	38 - 13 - 12 - 9 - 35	30	10	$44 Million	Roll	
06/09/2010	22 - 49 - 27 - 14 - 32	5	4	$28 Million	Roll	
06/05/2010	18 - 34 - 40 - 59 - 48	25	4	$20 Million	Roll	
06/02/2010	39 - 14 - 43 - 9 - 4	38	4	$260 Million	Out of State Winner	
05/29/2010	24 - 3 - 28 - 1 - 41	10	4	$220 Million	Roll	
05/26/2010	6 - 20 - 10 - 1 - 13	32	4	$190 Million	Roll	
05/22/2010	20 - 19 - 47 - 57 - 40	29	2	$170 Million	Roll	
05/19/2010	7 - 58 - 55 - 29 - 2	27	3	$145 Million	Roll	
05/15/2010	28 - 15 - 36 - 23 - 21	20	2	$120 Million	Roll	
05/12/2010	52 - 58 - 53 - 37 - 51	38	2	$97 Million	Roll	
05/08/2010	41 - 5 - 57 - 34 - 22	31	5	$80 Million	Roll	
05/05/2010	47 - 13 - 34 - 40 - 57	11	4	$60 Million	Roll	
05/01/2010	23 - 25 - 16 - 49 - 58	20	4	$45 Million	Roll	
04/28/2010	28 - 44 - 12 - 22 - 25	24	4	$30 Million	Roll	
04/24/2010	57 - 56 - 1 - 53 - 12	5	2	$20 Million	Roll	
04/21/2010	11 - 34 - 55 - 41 - 49	20	2	$252 Million	Out of State Winner	
04/17/2010	22 - 41 - 49 - 21 - 5	15	5	$212 Million	Roll	
04/14/2010	14 - 6 - 32 - 52 - 38	20	3	$175 Million	Roll	
04/10/2010	21 - 22 - 52 - 49 - 58	34	2	$150 Million	Roll	
04/07/2010	36 - 52 - 44 - 4 - 40	33	2	$125 Million	Roll	
04/03/2010	15 - 59 - 52 - 10 - 31	4	4	$103 Million	Roll	
03/31/2010	13 - 45 - 54 - 5 - 17	12	5	$81 Million	Roll	
03/27/2010	21 - 7 - 32 - 52 - 44	10	4	$60 Million	Roll	
03/24/2010	14 - 49 - 39 - 24 - 20	7	3	$43 Million	Roll	
03/20/2010	9 - 36 - 44 - 45 - 39	9	2	$28 Million	Roll	
03/17/2010	55 - 26 - 48 - 45 - 24	8	2	$20 Million	Roll	
03/13/2010	16 - 36 - 20 - 6 - 31	8	5	$200 Million	Out of State Winner	
03/10/2010	41 - 37 - 17 - 50 - 21	1	2	$170 Million	Roll	
03/06/2010	41 - 33 - 10 - 59 - 29	15	2	$139 Million	Roll	
03/03/2010	14 - 49 - 9 - 7 - 45	23	4	$114 Million	Roll	
02/27/2010	47 - 18 - 58 - 53 - 51	30	2	$95 Million	Roll	
02/24/2010	50 - 17 - 57 - 35 - 4	12	2	$76 Million	Roll	
02/20/2010	13 - 54 - 41 - 37 - 27	32	2	$57 Million	Roll	
02/17/2010	36 - 7 - 26 - 8 - 19	15	3	$40 Million	Roll	
02/13/2010	14 - 10 - 40 - 51 - 30	1	4	$25 Million	Roll	
02/10/2010	29 - 8 - 37 - 38 - 5	34	5	$20 Million	Roll	
02/06/2010	22 - 54 - 52 - 14 - 59	4	3	$140 Million	Out of State Winner	
02/03/2010	37 - 52 - 22 - 36 - 17	24	2	$115 Million	Roll
